latitude,longitude,altitude,geometry,IndexName,Name,AddressName,Description,Hyperlink,ShopUsername
1.36933561415336,103.848693180872,0,Point,kml_3,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"CHALLENGER @ ANG MO KIO HUB ANG MO KIO AVENUE 3, ANG MOH KIO HUB, #B1-58, OUTLET ENTRANCE 569933","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose3
1.29888755898627,103.855554258571,0,Point,kml_4,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"CHALLENGER @ BUGIS JUNCTION BASEMENT 1 200 VICTORIA STREET, BUGIS JUNCTION, #B1-26, IN-STORE 188021","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose4
1.30007686528717,103.855785817714,0,Point,kml_5,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"CHALLENGER @ BUGIS JUNCTION LEVEL 3 200 VICTORIA STREET, BUGIS JUNCTION, #03-10E, IN-STORE 188021","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose5
1.33411312955727,103.962792843949,0,Point,kml_6,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"CHALLENGER @ CHANGI CITY POINT 5 CHANGI BUSINESS PARK CENTRAL 1, CHANGI CITY POINT, #01-56, IN-STORE 486038","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose6
1.34269199841086,103.953050756316,0,Point,kml_7,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"CHALLENGER @ EASTPOINT MALL 3 SIMEI STREET 6, EASTPOINT MALL, #B1-08, IN-STORE 528833","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose7
1.37253315583583,103.893883460345,0,Point,kml_8,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"CHALLENGER @ HOUGANG MALL 90 HOUGANG AVENUE 10, HOUGANG MALL, #02-13, IN-STORE 538766","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose8
1.3351175875917,103.74687713319,0,Point,kml_9,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"CHALLENGER @ IMM 2 JURONG EAST STREET 21, IMM, #02-23, IN-STORE 609601","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose9
1.33332819290677,103.743359441957,0,Point,kml_10,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"CHALLENGER @ JEM 50 JURONG GATEWAY ROAD, JEM, #04-01, IN-STORE 608549","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose10
1.33965200397303,103.706685013186,0,Point,kml_11,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"CHALLENGER @ JURONG POINT 1 JURONG WEST CENTRAL 2, JURONG POINT, #B1-94, IN-STORE 648886","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose11
1.35084579518832,103.872590477091,0,Point,kml_12,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"CHALLENGER @ NEX MALL 23 SERANGOON CENTRAL, NEX MALL, #03-33/34, IN-STORE 556083","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose12
1.42970657294785,103.835680138755,0,Point,kml_13,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"CHALLENGER @ NORTHPOINT SHOPPING CENTRE 930 YISHUN AVE 2, #03-90/10 769098","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose13
1.31748231118193,103.892832205405,0,Point,kml_14,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"CHALLENGER @ PAYA LEBAR QUARTER(PLQ) 10 PAYA LEBAR ROAD, PAYA LEBAR QUARTER(PLQ), #04-01, IN-STORE 409057","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose14
1.3010341297225,103.845072743269,0,Point,kml_15,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"CHALLENGER @ PLAZA SINGAPURA 68 ORCHARD ROAD, PLAZA SINGAPURA, #04-12, IN-STORE 238839","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose15
1.29387967409662,103.853435098778,0,Point,kml_16,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"CHALLENGER @ RAFFLES CITY SHOPPING CENTRE 252 NORTH BRIDGE RD, #03-22/23 179103","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose16
1.33491977670544,103.96365389969,0,Point,kml_54,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"FAIRPRICE @ 8 CHANGI BUSINESS PARK AVE 1 8 CHANGI BUSINESS PARK AVE 1, #01-51 &, #02-51, LEVEL 2 BACK OF STORE 486018","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose54
1.36923561407545,103.848693181134,0,Point,kml_60,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"FAIRPRICE @ ANG MO KIO HUB 53 ANG MO KIO AVE 3, ANG MO KIO HUB, #B2-40, CASHIER EXIT AREA 569933","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose60
1.44820036630706,103.819530141315,0,Point,kml_69,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"CHALLENGER @ SUN PLAZA 30 SEMBAWANG DRIVE, SUN PLAZA, #02-06, BACK OF STORE 757713","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose69
1.35432321235723,103.945141172259,0,Point,kml_70,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"CHALLENGER @ TAMPINES 1 10 TAMPINES CENTRAL 1, TAMPINES 1, #04-25, IN-STORE REPAIR COUNTER 529536","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose70
1.28633177190205,103.827550770651,0,Point,kml_71,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"CHALLENGER @ TIONG BAHRU PLAZA 302 TIONG BAHRU ROAD, TIONG BAHRU PLAZA, #03-19, IN-STORE 168732","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose71
1.26454458682914,103.82247614144,0,Point,kml_72,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"CHALLENGER @ VIVOCITY 1 HARBOURFRONT WALK, VIVOCITY, #02-34, IN-STORE 98585","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose72
1.3406900672801,103.949352499176,0,Point,kml_73,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"CHANGI GENERAL HOSPITAL 2 SIMEI STREET 3, CHANGI GENERAL HOSPITAL, B1 MAIN BUILDING LOBBY D 529889","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose73
1.28510471875446,103.844728161861,0,Point,kml_74,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"CHINATOWN POINT 133 NEW BRIDGE ROAD, #06-01 59413","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose74
1.37514898730159,103.882894175713,0,Point,kml_75,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"CI YUAN CC 51 HOUGANG AVENUE 9, MAIN LOBBY 538776","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose75
1.31474504722936,103.893412697133,0,Point,kml_76,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"CITY PLAZA 810 GEYLANG RD, LEVEL 1 409286","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose76
1.31135169876902,103.856724057684,0,Point,kml_77,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"CITY SQUARE MALL @ 180 KITCHENER ROAD 180 KITCHENER ROAD, LEVEL 2 CUSTOMER SERVICE COUNTER 208539","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose77
1.31881519538242,103.768153682152,0,Point,kml_78,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"CLEMENTI CC 220 CLEMENTI AVENUE 4, MAIN ENTRANCE 129880","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose78
1.28385698404013,103.852128172968,0,Point,kml_79,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"CLIFFORD CENTRE 24 RAFFLES PLACE, CLIFFORD CENTRE, LVL 3 CARPARK LOBBY 48621","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose79
1.2913475971014,103.849989789705,0,Point,kml_86,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"BEST DENKI @ FUNAN 109 NORTH BRIDGE ROAD, FUNAN, #03-16, IN-STORE 179097","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose86
1.38681829821088,103.897547410103,0,Point,kml_87,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"COMPASSVALE VILLA RC 206C COMPASSVALE LANE, COMPASSVALE VILLA RC, VOID DECK 543206","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose87
1.28327318643431,103.819257291063,0,Point,kml_88,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"CONNECTION ONE 168 JALAN BUKIT MARAH, SURBANA ONE, LEVEL 1 150169","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose88
1.3319945637625,103.849796099663,0,Point,kml_89,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"COURTS @ 460 TOA PAYOH LORONG 6 460 TOA PAYOH LORONG 6, MAIN ENTRANCE 310460","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose89
1.37343369273579,103.845765158161,0,Point,kml_90,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"COURTS @ ANG MO KIO AVE 6 730 ANG MO KIO AVE 6, STORE REAR ENTRANCE 560730","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose90
1.43620784515025,103.785688734195,0,Point,kml_91,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"COURTS @ CAUSEWAY POINT 1 WOODLANDS SQUARE, CAUSEWAY POINT, #04-19/20, MAIN ENTRANCE 738099","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose91
1.31258298521486,103.7654767568,0,Point,kml_92,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"COURTS @ CLEMENTI CENTRAL 451 CLEMENTI AVE 3, COURTS CLEMENTI, #01-309, LEVEL 2 ENTRANCE 120451","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose92
1.37352976432142,103.933847009818,0,Point,kml_93,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"COURTS @ COURTS MEGASTORE 50 TAMPINES NORTH DRIVE 2, COURTS MEGASTORE, LEVEL 1 CASHIER AREA 528766","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose93
1.34279199829491,103.953050755789,0,Point,kml_94,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"COURTS @ EASTPOINT MALL 3 SIMEI STREET 6, EASTPOINT MALL, #04-07, MAIN ENTRANCE 528833","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose94
1.29134400590163,103.849984790194,0,Point,kml_95,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"COURTS @ FUNAN 107 NORTH BRIDGE ROAD, FUNAN, #03-01 179105","Manned collection (Contact staff for disposal); E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose95
1.33342819289398,103.74335944192,0,Point,kml_96,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"COURTS @ JEM 50 JURONG GATEWAY ROAD, JEM, #04-30, MAIN ENTRANCE 608549","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose96
1.33975200383338,103.706685013443,0,Point,kml_97,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"COURTS @ JURONG POINT 1 JURONG WEST CENTRAL, JURONG POINT, #02-05, MAIN ENTRANCE 648886","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose97
1.38513873962874,103.745022476923,0,Point,kml_98,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"COURTS @ LOT ONE 21 CHOA CHU KANG AVE 4, LOT ONE, #03-01 689812","Manned collection (Contact staff for disposal); E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose98
1.34447602215708,103.774365260756,0,Point,kml_99,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"COURTS @ SIM LIAN BUILDING 205 UPPER BUKIT TIMAH ROAD, SIM LIAN BUILDING 588181","Manned collection (Contact staff for disposal); E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose99
1.35229230312204,103.944476926807,0,Point,kml_100,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"COURTS @ TAMPINES MALL 4 TAMPINES CENTRAL 5, TAMPINES MALL, #03-16/16A 529510","Manned collection (Contact staff for disposal); E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose100
1.30226267724838,103.837493973346,0,Point,kml_101,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"COURTS NOJIMA @ THE HEEREN 260 ORCHARD ROAD, THE HEEREN 238855","Manned collection (Contact staff for disposal); E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose101
1.39209415560863,103.894980025365,0,Point,kml_137,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"COMPASS ONE 1 SENGKANG SQUARE, #B1-52/53, MRT EXIT/ENTRANCE 545078","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose137
1.2835152172587,103.846878906341,0,Point,kml_138,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"CROSS STREET EXCHANGE 18 CROSS STREET, B1 CUSTOMER SERVICE COUNTER 48423","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose138
1.3756672826198,103.879450251097,0,Point,kml_148,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"FAIRPRICE @ HOUGANG 1 1 HOUGANG ST 91, HOUGANG 1, #02-01, ESCALATOR WALKWAY 538692","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose148
1.33352819288108,103.743359441884,0,Point,kml_150,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"FAIRPRICE @ JEM 50 JURONG GATEWAY RD, JEM, #B1-21/22 & #B3-01, CASHIER AREA 608549","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose150
1.33946402991596,103.705308190988,0,Point,kml_154,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"FAIRPRICE @ JURONG POINT 63 JURONG WEST CENTRAL 3, JURONG POINT, #03-01, CASHIER AREA 648331","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose154
1.29260252739925,103.810971834694,0,Point,kml_156,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"DAWSON PLACE 57 DAWSON RD, DAWSON PLACE 142057","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose156
1.28086680691713,103.810298189559,0,Point,kml_163,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"DEPOT HEIGHTS SHOPPING CENTRE 108 DEPOT ROAD, DEPOT HEIGHTS SHOPPING CENTRE 100108","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose163
1.37782876001203,103.942364346927,0,Point,kml_164,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"ELIAS MALL 623 ELIAS ROAD, ELIAS MALL, MAIN ENTRANCE 510623","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose164
1.31052232102667,103.836225164218,0,Point,kml_165,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,ENVIRONMENT BUILDING (MSE/NEA) 40 SCOTTS ROAD 228231,"Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose165
1.33264371695608,103.915255282845,0,Point,kml_166,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"EUNOS CC 180 BEDOK RESERVOIR ROAD, MAIN ENTRANCE 479220","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose166
1.35288729929156,103.867126169343,0,Point,kml_174,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"BRADDELL HEIGHTS ZONE F RC 318 SERANGOON AVE 2, #01-324 550318","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose174
1.37592800577962,103.748646923201,0,Point,kml_175,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"BRICKLAND MIRAGE QUAD RN 816B KEAT HONG LINK, #01-67 682816","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose175
1.38479899609748,103.881961176796,0,Point,kml_176,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"BUANGKOK SQUARE 991 BUANGKOK LINK, LEVEL 1 530991","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose176
1.3001178926512,103.856191572238,0,Point,kml_177,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"BUGIS JUNCTION TOWERS 230 VICTORIA STREET, FOUNTAIN LOBBY 188024","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose177
1.28525427134678,103.815828541319,0,Point,kml_178,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,BUKIT MERAH CC 4000 JALAN BUKIT MERAH 159465,"Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose178
1.37635335173791,103.770651806292,0,Point,kml_179,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"BUKIT PANJANG CC 8 PENDING ROAD, MAIN LOBBY 678295","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose179
1.37981650655046,103.76431706912,0,Point,kml_180,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"BUKIT PANJANG PLAZA 1 JELEBU ROAD, BUKIT PANJANG PLAZA, #04-03, SIDE ENTRANCE 677743","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose180
1.2736360147998,103.82584430083,0,Point,kml_181,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"BUKIT PURMEI ZONE A RC 108 BUKIT PURMEI ROAD, #01-129 90108","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose181
1.33865677636545,103.778560466605,0,Point,kml_182,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"BUKIT TIMAH PLAZA 1 JALAN ANAK BUKIT BUKIT TIMAH PLAZA, BUKIT TIMAH PLAZA, RESIDENTIAL BLOCK CARPARK 588996","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose182
1.44325505410684,103.830569524871,0,Point,kml_183,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"CANBERRA PLAZA 133 CANBERRA VIEW, LEVEL 1 750133","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose183
1.33326351754784,103.74031748528,0,Point,kml_184,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"CAPITALAND JCUBE 2 JURONG EAST CENTRAL 1, REAR ENTRANCE 609731","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose184
1.35260468312392,103.944682575198,0,Point,kml_185,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"CAPITALAND TAMPINES MALL 4 TAMPINES CENTRAL 5, CUSTOMER SERVICE COUNTER 529510","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose185
1.33379422560311,103.739690846607,0,Point,kml_186,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"CASH CONVERTERS @ 135 JURONG GATEWAY ROAD 135 JURONG GATEWAY ROAD, BUYER'S OFFICE 600135","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose186
1.33166814763334,103.850487240051,0,Point,kml_187,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"CASH CONVERTERS @ 192 TOA PAYOH LORONG 4 192 TOA PAYOH LORONG 4, BUYER'S OFFICE 310192","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose187
1.3548010802759,103.944458084939,0,Point,kml_188,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"CASH CONVERTERS @ 510 TAMPINES CENTRAL 1 510 TAMPINES CENTRAL 1, BUYER'S OFFICE 520510","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose188
1.37062493508975,103.848045714133,0,Point,kml_189,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"CASH CONVERTERS @ 710A ANG MO KIO AVE 8 710A ANG MO KIO AVE 8, GROUND FLOOR - BUYER’S OFFICE 561710","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose189
1.43610784516084,103.78568873357,0,Point,kml_190,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"CAUSEWAY POINT 1 WOODLANDS SQUARE, MAIN ENTRANCE 738099","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose190
1.30099278662962,103.838305765666,0,Point,kml_191,NEA Producer Responsibility Scheme - ALBA E-waste Recycling Programme,"313@SOMERSET 313 ORCHARD ROAD, LEVEL 1 DISCOVERY WALK, NEAR MONEY CHANGER 238895","Bin collection; E-waste accepted: ICT equipment, Batteries and Lamps only",https://alba-ewaste.sg,dispose191
